id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_per_night,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23151066,5640467,Surani,Manhattan,Upper East Side,40.77579,-73.95628,Entire Home/Apt,117,5,1,2018-07-21,0.08,1,0
23154138,3202437,Rosella,Manhattan,Lower East Side,40.7216,-73.98959,Entire Home/Apt,130,10,4,2019-06-23,0.38,1,35
23156950,172130647,Jirapong,Queens,Jackson Heights,40.74879,-73.88342,Private Room,59,1,24,2019-05-30,1.43,1,5
23158057,4023251,Emily,Brooklyn,Gowanus,40.68293,-73.98849,Entire Home/Apt,94,3,5,2018-12-29,0.3,1,0
23160162,71840935,Cara,Brooklyn,Williamsburg,40.70569,-73.95301,Private Room,55,2,5,2018-09-07,0.3,1,0
23161182,6577580,Steve,Queens,Forest Hills,40.7255,-73.84755,Entire Home/Apt,69,2,1,2018-02-15,0.06,1,0
23163660,172189639,Camilo & Yesenia,Queens,East Elmhurst,40.76444,-73.86907,Private Room,80,1,73,2019-07-06,4.57,2,30
23164537,172186369,Elisheva,Bronx,Morris Heights,40.84718,-73.91378,Shared Room,20,1,9,2018-05-21,0.53,1,0
23166224,842091,Megwyn,Brooklyn,Bushwick,40.69874,-73.92496,Private Room,40,3,51,2019-07-01,3.0,2,51
23166555,162153626,S,Manhattan,Upper East Side,40.77394,-73.95252,Entire Home/Apt,127,1,1,2018-07-06,0.08,1,0
23166556,625092,Anne-Lise,Manhattan,Chelsea,40.75115,-73.99787,Private Room,63,7,4,2019-03-09,0.39,1,31
23166697,21485411,Brittany,Brooklyn,Bedford-Stuyvesant,40.68706,-73.95637,Private Room,95,1,22,2019-06-30,1.33,1,36
23166922,7411846,Matt,Manhattan,Upper West Side,40.80115,-73.96282,Private Room,75,1,1,2018-02-11,0.06,1,88
23168904,172240638,Betty,Queens,Flushing,40.7681,-73.82265,Private Room,50,2,1,2018-03-09,0.06,1,0
23170592,40317143,Zsofia,Queens,Maspeth,40.71937,-73.90442,Private Room,40,1,2,2018-12-30,0.13,2,169
23171129,21689645,Fazli,Manhattan,Murray Hill,40.74668,-73.97309,Entire Home/Apt,145,10,2,2019-02-01,0.13,1,0
23171917,10457196,Richard,Manhattan,Little Italy,40.71967,-73.99583,Entire Home/Apt,135,31,5,2019-01-17,0.37,11,122
23172490,117108525,Sen,Queens,Sunnyside,40.74759,-73.91446,Private Room,44,1,78,2019-06-28,4.62,2,116
23177964,56276728,Stefanie,Brooklyn,Flatbush,40.6455,-73.95975,Private Room,70,14,5,2018-07-06,0.3,1,0
23183557,40511631,Joey,Brooklyn,Bedford-Stuyvesant,40.68357,-73.93753,Private Room,42,2,89,2019-07-01,5.54,2,4
23184752,172366460,Aaron,Brooklyn,Bedford-Stuyvesant,40.69076,-73.95883,Private Room,70,1,18,2019-06-15,1.07,1,362
23189933,38672377,Christian,Manhattan,Harlem,40.82015,-73.95747,Entire Home/Apt,100,6,5,2018-05-28,0.31,1,0
23190292,13900556,Iryna,Manhattan,Upper East Side,40.77226,-73.95631,Entire Home/Apt,145,5,5,2019-04-09,0.3,1,0
23191484,4249379,Rachel,Brooklyn,Bedford-Stuyvesant,40.68261,-73.95187,Private Room,75,2,17,2019-07-01,1.07,1,115
23199948,172506981,Marlene,Manhattan,Midtown,40.74827,-73.98828,Entire Home/Apt,150,3,27,2019-07-06,1.79,1,320
23200628,3792602,Andre,Manhattan,Harlem,40.8298,-73.93984,Private Room,65,2,25,2019-05-21,1.5,1,30
23201228,23859317,Jeffery,Manhattan,Greenwich Village,40.73091,-74.00002,Entire Home/Apt,159,1,77,2019-06-22,5.3,1,50
23203149,143460,Megan,Brooklyn,Bushwick,40.69839,-73.92044,Private Room,65,2,8,2019-06-23,0.52,2,8
23204924,594634,Alexandra,Brooklyn,Clinton Hill,40.68651,-73.96604,Entire Home/Apt,200,5,1,2019-06-19,1.0,1,0
23207975,47070613,Max,Queens,Ridgewood,40.70663,-73.89709,Private Room,60,1,44,2019-06-22,2.57,1,84
23213107,172640229,Jirapong,Queens,Woodside,40.74301,-73.8954,Private Room,46,1,2,2019-04-22,0.16,1,96
23214729,13133943,Anthony,Brooklyn,Prospect Heights,40.67616,-73.96466,Entire Home/Apt,69,3,7,2018-11-04,0.41,1,0
23216381,9804931,Byron,Brooklyn,Greenpoint,40.72742,-73.95066,Entire Home/Apt,190,2,5,2019-06-16,0.32,2,5
23218579,5350903,Kyle,Brooklyn,Greenpoint,40.72612,-73.95691,Entire Home/Apt,125,2,48,2019-07-02,3.0,1,48
23219361,59966705,Arek,Staten Island,Arrochar,40.59078,-74.07504,Entire Home/Apt,71,2,30,2019-06-14,1.8,1,306
23219659,172713193,Olivia,Brooklyn,Williamsburg,40.70757,-73.95387,Entire Home/Apt,150,4,82,2019-07-02,4.86,1,331
23221495,172736191,Gabriela,Queens,Briarwood,40.7149,-73.80916,Entire Home/Apt,80,5,51,2019-06-22,3.23,1,57
23221581,41398005,Mirco,Brooklyn,Sunset Park,40.64279,-74.00515,Entire Home/Apt,70,30,10,2019-06-29,0.62,3,183
23222091,33438428,Eni,Manhattan,East Harlem,40.80086,-73.93979,Entire Home/Apt,80,5,15,2018-10-21,0.93,1,46
23222310,30940393,Sarah,Brooklyn,Bushwick,40.68901,-73.90768,Private Room,43,2,39,2018-12-27,2.31,2,0
23222680,100829279,Ian,Manhattan,Midtown,40.76163,-73.97113,Entire Home/Apt,210,1,108,2019-06-20,6.4,3,216
23223028,7760617,Nick,Brooklyn,Downtown Brooklyn,40.69472,-73.98337,Entire Home/Apt,133,3,2,2018-06-13,0.15,1,0
23229152,131806850,Idara,Brooklyn,Kensington,40.64109,-73.97503,Private Room,50,1,1,2018-03-14,0.06,1,0
23230395,84529,Alek,Queens,Elmhurst,40.74524,-73.8876,Entire Home/Apt,100,60,2,2019-01-02,0.17,1,132
23232087,127740507,Kathleen,Manhattan,Harlem,40.83118,-73.94325,Private Room,47,2,83,2019-07-03,4.97,2,48
23233925,14320524,Andrea,Manhattan,Upper East Side,40.77603,-73.95573,Private Room,99,3,35,2019-07-07,2.22,1,162
23235101,172885803,Jeannie & Everett,Brooklyn,Bedford-Stuyvesant,40.68807,-73.93634,Entire Home/Apt,150,4,42,2019-07-07,2.69,1,244
23235654,20725025,Lucas,Manhattan,Upper East Side,40.77506,-73.95335,Shared Room,80,1,1,2018-02-16,0.06,1,170
23236828,172911004,Vas,Bronx,Concourse Village,40.83168,-73.91977,Private Room,47,5,33,2019-06-01,1.96,1,176
23237952,1752807,Nilbia,Brooklyn,Bedford-Stuyvesant,40.69306,-73.94475,Private Room,44,3,9,2018-07-04,0.54,2,0
23238781,81066021,Javerick,Brooklyn,Bedford-Stuyvesant,40.6893,-73.94573,Private Room,67,3,16,2019-06-15,1.11,2,307
23240738,110965771,Wilson,Queens,Flushing,40.77354,-73.82371,Private Room,60,2,25,2019-02-13,1.54,7,14
23247351,127427486,Bianca,Brooklyn,Bedford-Stuyvesant,40.6943,-73.93935,Private Room,50,1,33,2019-03-24,2.29,1,0
23247442,499896,Leon,Staten Island,Tompkinsville,40.63462,-74.08136,Entire Home/Apt,245,2,37,2019-06-01,2.28,1,216
23247514,29098546,Jennifer,Brooklyn,Bedford-Stuyvesant,40.68082,-73.92162,Private Room,29,1,65,2019-06-23,3.88,1,5
23249573,83141620,Martin,Brooklyn,Sunset Park,40.65511,-74.001,Entire Home/Apt,180,7,1,2018-08-12,0.09,1,0
23250710,109061785,Jeff,Manhattan,East Village,40.72923,-73.98197,Entire Home/Apt,189,1,40,2019-06-22,2.37,1,73
23251395,4672257,Lola,Brooklyn,Bushwick,40.70468,-73.92481,Private Room,41,1,82,2019-06-20,5.0,1,30
23251417,173047765,Alegria,Queens,Ditmars Steinway,40.77202,-73.91292,Private Room,60,2,26,2019-07-01,2.49,1,112
23251775,9837019,Damien,Brooklyn,Williamsburg,40.71399,-73.95363,Entire Home/Apt,120,2,45,2019-06-14,2.79,1,19
23252265,4220920,Laura,Manhattan,West Village,40.739,-74.00115,Entire Home/Apt,123,2,6,2019-05-12,0.38,1,34
23252443,100238132,Michael,Manhattan,Midtown,40.75377,-73.97223,Entire Home/Apt,339,3,40,2019-05-13,2.63,12,0
23252588,2536555,Julian,Brooklyn,Red Hook,40.67914,-74.0063,Entire Home/Apt,125,3,1,2018-12-31,0.16,1,0
23253216,9484908,Aj,Queens,Ridgewood,40.70991,-73.91832,Private Room,30,3,13,2019-06-19,0.84,2,65
23254023,170942459,Edwin,Bronx,Concourse,40.8315,-73.92047,Private Room,54,1,16,2018-10-08,0.99,1,69
23254776,4391681,David,Brooklyn,Crown Heights,40.67294,-73.95943,Entire Home/Apt,75,3,9,2019-01-04,0.54,1,280
23254924,49015786,Conor,Manhattan,Chinatown,40.71483,-73.99287,Entire Home/Apt,92,7,9,2019-05-10,0.53,1,4
23255800,19631496,The,Brooklyn,Williamsburg,40.70794,-73.94532,Entire Home/Apt,130,5,61,2019-07-02,3.84,2,185
23256023,123578077,Hooman,Brooklyn,Prospect Heights,40.68215,-73.97372,Private Room,55,2,2,2018-03-23,0.13,1,0
23256828,63943922,Maxwell,Brooklyn,Bushwick,40.68705,-73.91425,Private Room,35,3,4,2018-07-01,0.24,1,0
23256946,3732261,Sidney,Brooklyn,Prospect-Lefferts Gardens,40.66179,-73.95879,Entire Home/Apt,75,4,2,2019-01-17,0.12,1,0
23258639,22412963,Anne,Manhattan,Chelsea,40.74482,-73.99882,Entire Home/Apt,180,1,72,2019-06-25,4.67,3,223
23258724,15194406,Yitzchok,Brooklyn,Sunset Park,40.65774,-73.99927,Entire Home/Apt,89,1,113,2019-06-19,6.7,1,13
23262857,60281397,Lugao,Manhattan,Upper West Side,40.79701,-73.96933,Private Room,93,1,27,2019-06-09,1.69,3,190
23265699,5962328,Alan,Queens,Flushing,40.76105,-73.82317,Entire Home/Apt,85,30,4,2018-11-09,0.31,15,232
23268810,145252418,Claudio,Manhattan,East Harlem,40.80541,-73.93658,Private Room,80,1,54,2019-07-05,3.74,3,180
23269735,149047,Heather Nadine,Brooklyn,Bedford-Stuyvesant,40.69158,-73.95958,Entire Home/Apt,150,4,6,2019-07-08,0.63,1,11
23270879,5516133,Frederik,Brooklyn,Greenpoint,40.72291,-73.94781,Private Room,100,1,7,2019-01-21,0.46,1,0
23271535,122726779,E...,Brooklyn,Williamsburg,40.71097,-73.9533,Entire Home/Apt,175,2,92,2019-07-04,5.47,1,96
23271736,47151333,Walter,Brooklyn,Brooklyn Heights,40.69061,-73.99264,Entire Home/Apt,113,3,4,2019-03-31,0.25,2,0
23273676,116976293,Topher,Manhattan,Little Italy,40.71913,-73.99835,Private Room,69,2,45,2019-06-16,2.75,2,0
23273907,173249074,Svetlana,Brooklyn,Bath Beach,40.60434,-74.0169,Private Room,50,4,36,2019-06-26,2.19,2,316
23274386,123736313,Houda,Manhattan,East Harlem,40.78785,-73.94249,Entire Home/Apt,105,4,8,2019-06-29,0.5,1,0
23274936,157977326,Ilyas,Queens,Maspeth,40.71395,-73.91373,Private Room,55,1,72,2019-06-20,4.27,2,29
23275777,113905011,Li,Queens,Rego Park,40.73082,-73.86796,Entire Home/Apt,109,2,68,2019-06-30,4.02,1,54
23277230,128579948,Giampiero,Manhattan,Upper East Side,40.76646,-73.9676,Entire Home/Apt,500,3,56,2019-06-27,3.57,2,163
23278026,7138847,Chelsea,Brooklyn,Bedford-Stuyvesant,40.67904,-73.94191,Entire Home/Apt,125,2,3,2018-07-09,0.19,3,0
23285672,136455880,Alvina Da Silva,Bronx,Fordham,40.86918,-73.8905,Private Room,34,1,2,2018-04-05,0.12,2,5
23285903,10713617,Liberty,Brooklyn,South Slope,40.66459,-73.98553,Entire Home/Apt,260,2,6,2019-06-30,0.4,1,1
23287403,173362161,Elizabeth,Brooklyn,Flatbush,40.64397,-73.96907,Private Room,68,2,64,2019-07-03,3.89,6,177
23288667,173373234,Alexander M,Brooklyn,Bensonhurst,40.60859,-73.99331,Entire Home/Apt,200,30,19,2018-07-15,1.17,2,179
23289645,173379189,Jill,Manhattan,Harlem,40.82521,-73.94159,Entire Home/Apt,200,2,2,2018-04-01,0.13,1,0
23289674,29219991,Doug,Brooklyn,Williamsburg,40.71703,-73.96509,Entire Home/Apt,125,31,11,2019-05-09,1.29,2,190
23289837,76536839,Tashi,Queens,Jackson Heights,40.75159,-73.89437,Entire Home/Apt,199,2,39,2018-11-26,2.48,2,0
23290041,32226468,Melissa,Brooklyn,Williamsburg,40.70529,-73.93883,Entire Home/Apt,37,4,2,2018-04-25,0.13,1,0
23290179,75982141,Bingham,Brooklyn,Bushwick,40.69029,-73.92277,Entire Home/Apt,60,3,8,2019-01-15,0.49,1,0
23292216,173406651,Dan,Manhattan,Lower East Side,40.7196,-73.98133,Entire Home/Apt,300,3,30,2019-07-02,1.77,2,182
23292982,173416551,Natalie,Brooklyn,Bushwick,40.6858,-73.90734,Entire Home/Apt,87,2,70,2019-06-15,4.25,1,54
23293946,3402155,Andre,Brooklyn,Williamsburg,40.7186,-73.95997,Entire Home/Apt,160,2,9,2018-10-28,0.56,1,157
23294354,6239596,Tanya,Manhattan,Washington Heights,40.84664,-73.93977,Entire Home/Apt,145,2,3,2018-05-20,0.2,1,0
23300336,173485654,Patricia,Staten Island,Mariners Harbor,40.63179,-74.16122,Private Room,40,5,1,2018-04-12,0.07,1,87
23301706,173249074,Svetlana,Brooklyn,Bath Beach,40.60444,-74.01725,Private Room,50,4,24,2019-05-18,1.69,2,311
23302260,122374980,Matt,Manhattan,Upper West Side,40.78648,-73.97923,Shared Room,60,1,34,2019-06-22,2.01,4,363
23303297,18554986,Kimberly,Queens,Woodside,40.74371,-73.90877,Private Room,70,1,2,2018-06-18,0.15,1,0
23304014,33923279,Hollis,Manhattan,Harlem,40.82932,-73.94575,Entire Home/Apt,100,3,2,2018-04-21,0.12,2,0
23304600,11789627,Maxime,Manhattan,Hell'S Kitchen,40.7623,-73.99096,Entire Home/Apt,172,4,27,2019-06-16,1.75,1,42
23305380,171858908,Andrée,Manhattan,Greenwich Village,40.72765,-73.99881,Private Room,75,1,1,2018-05-21,0.07,2,0
23306531,173535994,Tyni,Manhattan,East Harlem,40.79497,-73.9477,Entire Home/Apt,118,1,7,2018-05-27,0.42,1,0
23307047,172756149,C,Manhattan,Kips Bay,40.74121,-73.98139,Entire Home/Apt,240,1,66,2019-07-02,4.09,1,83
23307503,165607672,Mariela,Bronx,Fordham,40.85655,-73.90377,Private Room,73,2,31,2019-06-18,1.83,2,39
23308563,106897471,Oswaldo,Staten Island,Silver Lake,40.62422,-74.09316,Private Room,60,3,90,2019-05-26,5.49,1,0
23310309,173290675,Charlie,Queens,Woodhaven,40.69907,-73.85161,Shared Room,34,1,45,2019-06-08,2.66,3,348
23311118,164886138,Eliahu,Queens,Astoria,40.76165,-73.90839,Entire Home/Apt,60,6,11,2019-06-30,0.66,11,299
23311374,1119739,Luke,Brooklyn,Williamsburg,40.71794,-73.9595,Entire Home/Apt,125,6,11,2019-05-27,0.66,1,0
23311756,26259317,Keah,Manhattan,Harlem,40.81367,-73.95133,Private Room,55,2,25,2018-10-29,1.57,1,0
23312379,8055207,Nate,Manhattan,Upper West Side,40.77839,-73.97613,Private Room,165,4,53,2019-06-20,3.24,1,0
23312524,75748625,Kosha,Brooklyn,Bedford-Stuyvesant,40.69028,-73.95195,Private Room,45,1,2,2018-02-26,0.12,1,0
23317650,24987213,Bridget,Manhattan,Harlem,40.82826,-73.94589,Private Room,70,2,8,2018-07-01,0.49,1,156
23319467,172506421,Santosh,Queens,Jackson Heights,40.75363,-73.88151,Entire Home/Apt,93,2,70,2019-06-26,4.24,1,89
23320351,70331348,Nataly,Queens,Sunnyside,40.73739,-73.92397,Private Room,49,1,2,2019-01-01,0.31,1,0
23322641,38908498,Jasmine,Queens,Long Island City,40.76506,-73.93234,Entire Home/Apt,65,15,1,2018-03-04,0.06,1,0
23322737,169589888,J & T,Manhattan,Washington Heights,40.8347,-73.94487,Private Room,140,3,27,2019-06-27,1.69,1,348
23323530,75359775,Sophia,Manhattan,Little Italy,40.71848,-73.99756,Private Room,100,1,8,2018-05-05,0.49,1,0
23324479,120167980,Judith,Manhattan,Harlem,40.80497,-73.94952,Private Room,125,1,7,2019-05-12,0.43,1,297
23325238,5201405,Rob,Manhattan,Hell'S Kitchen,40.76155,-73.98687,Entire Home/Apt,295,2,71,2019-07-03,4.25,1,89
23327138,10826173,Katya,Queens,Long Island City,40.74825,-73.94095,Private Room,120,2,3,2018-05-10,0.21,1,0
23327774,129273512,Lisa& Jonathan,Brooklyn,Gowanus,40.67104,-73.99362,Private Room,75,1,133,2019-06-17,7.87,3,336
23329332,173754495,Megan,Brooklyn,Cypress Hills,40.67833,-73.89338,Shared Room,75,1,25,2019-06-30,1.69,1,270
23329993,172837223,Erin V.,Queens,Sunnyside,40.73307,-73.91995,Shared Room,30,1,51,2019-06-16,3.02,3,140
23334645,1730026,Haifa,Manhattan,Lower East Side,40.71331,-73.99015,Entire Home/Apt,127,4,7,2019-05-18,0.43,2,3
23335839,9761047,Anika,Brooklyn,Williamsburg,40.71707,-73.95982,Private Room,60,3,46,2019-06-20,2.88,3,0
23336877,173823383,Basia,Staten Island,Shore Acres,40.60809,-74.0727,Entire Home/Apt,165,2,51,2019-07-02,3.25,1,0
23337201,60521448,Isabelle,Brooklyn,Williamsburg,40.70742,-73.93754,Private Room,59,5,1,2018-09-03,0.1,2,48
23339298,82930,Ed And Heather,Brooklyn,Bushwick,40.69374,-73.912,Entire Home/Apt,105,2,45,2019-06-30,3.98,1,74
23340718,131476075,Lakisha,Brooklyn,Bushwick,40.68708,-73.91237,Private Room,58,1,10,2019-01-03,0.63,8,179
23342782,4325160,Kinda,Manhattan,Harlem,40.80381,-73.95055,Entire Home/Apt,125,10,10,2018-12-11,0.64,1,0
23343836,172837223,Erin V.,Queens,Sunnyside,40.73272,-73.91826,Shared Room,30,1,36,2019-07-01,2.29,3,140
23344008,172837223,Erin V.,Queens,Sunnyside,40.73291,-73.9196,Shared Room,30,1,41,2019-06-18,2.48,3,145
23344243,62745867,Tatiane,Manhattan,Chelsea,40.73981,-74.00031,Entire Home/Apt,146,7,3,2018-12-14,0.21,1,353
23344293,156505456,John,Brooklyn,East New York,40.66122,-73.88672,Private Room,52,3,23,2019-05-27,1.37,13,90
23353909,63801339,Karina,Brooklyn,Crown Heights,40.66916,-73.9371,Private Room,32,1,8,2018-03-29,0.48,1,0
23354284,3074904,Lauren & Chelsea,Brooklyn,Williamsburg,40.71474,-73.95476,Private Room,88,1,58,2019-06-23,3.55,4,50
23355035,428643,Chanae,Manhattan,East Harlem,40.7876,-73.94139,Entire Home/Apt,149,3,15,2019-05-24,0.92,1,120
23355382,8990438,K.C.,Manhattan,Midtown,40.75978,-73.97159,Entire Home/Apt,169,30,48,2019-03-30,3.27,1,325
23355877,17015479,Elizabeth,Queens,Elmhurst,40.74443,-73.88613,Private Room,85,2,3,2018-03-18,0.18,1,89
23357738,173987923,Ethan,Manhattan,East Village,40.73214,-73.98783,Entire Home/Apt,395,3,4,2019-04-20,0.3,1,89
23357789,43488929,Nini,Manhattan,Greenwich Village,40.72774,-74.00161,Private Room,60,2,2,2018-03-15,0.12,1,0
23358593,12404650,Isabel,Brooklyn,Clinton Hill,40.68969,-73.96682,Entire Home/Apt,100,3,6,2019-05-15,0.43,1,3
23358691,44951851,Yaakov,Brooklyn,Crown Heights,40.66505,-73.95445,Private Room,50,3,1,2018-03-17,0.06,2,0
23359277,14719992,Yoni,Brooklyn,Cypress Hills,40.67853,-73.88991,Private Room,35,1,17,2019-02-17,1.13,3,0
23360409,3478341,Mark,Brooklyn,Bedford-Stuyvesant,40.68352,-73.92557,Entire Home/Apt,99,2,21,2019-06-19,1.31,1,26
23361038,65804,Ahmad,Manhattan,East Village,40.72831,-73.98873,Shared Room,75,1,40,2019-06-04,2.39,2,24
23363336,174124006,Chanhee,Manhattan,East Harlem,40.7975,-73.93556,Private Room,60,1,61,2019-06-27,3.67,1,45
23369253,174171891,Charlotte,Queens,East Elmhurst,40.75857,-73.89298,Private Room,46,2,31,2019-06-08,1.92,1,51
23369528,688367,Malika,Brooklyn,Bedford-Stuyvesant,40.68861,-73.92941,Entire Home/Apt,175,4,44,2019-06-24,2.66,1,249
23369859,59514172,Rezaur,Queens,Ozone Park,40.67984,-73.84403,Entire Home/Apt,120,1,35,2019-06-30,2.18,1,356
23369991,174180669,Jenny,Manhattan,Harlem,40.81809,-73.94168,Entire Home/Apt,179,2,37,2019-07-07,2.32,1,333
23372015,17314413,Jason,Manhattan,Washington Heights,40.83921,-73.93535,Entire Home/Apt,120,4,10,2019-04-21,0.6,1,4
23373453,23089194,Katie,Brooklyn,Williamsburg,40.71536,-73.94058,Private Room,69,5,6,2019-01-02,0.51,1,0
23374229,36291511,Arturo,Manhattan,Chelsea,40.75272,-73.99682,Private Room,98,1,19,2018-12-09,1.25,1,0
23375874,38386349,Tia,Manhattan,Lower East Side,40.72257,-73.98884,Entire Home/Apt,117,1,4,2018-03-27,0.24,1,0
23376196,3806282,Sunny,Brooklyn,Bedford-Stuyvesant,40.68475,-73.92897,Entire Home/Apt,115,2,39,2019-06-19,2.41,1,90
23376943,77938412,Michael,Brooklyn,Crown Heights,40.67641,-73.95736,Private Room,45,5,1,2018-02-21,0.06,1,0
23377365,11274299,Andrew,Manhattan,East Village,40.72603,-73.98469,Private Room,149,2,5,2018-03-30,0.3,2,0
23377720,96686669,Colleen,Queens,Sunnyside,40.74497,-73.91752,Entire Home/Apt,125,1,16,2018-12-09,0.98,1,0
23377781,174255459,Jose,Manhattan,Washington Heights,40.83913,-73.9461,Entire Home/Apt,125,2,24,2019-01-03,1.63,1,188
23377961,174261493,Sophie & Max,Brooklyn,Midwood,40.61204,-73.95501,Private Room,99,2,31,2019-06-02,1.9,2,0
23378076,174263749,Shopper,Manhattan,Washington Heights,40.84442,-73.94039,Private Room,115,6,2,2018-11-01,0.22,3,90
23378281,160721088,Nigel,Brooklyn,East Flatbush,40.63571,-73.92398,Private Room,150,5,1,2019-04-24,0.39,1,0
23378803,51369575,Elena,Manhattan,Morningside Heights,40.80405,-73.96375,Private Room,67,3,7,2018-05-03,0.43,1,0
23378815,20869217,Sarah,Brooklyn,Prospect-Lefferts Gardens,40.65465,-73.96158,Entire Home/Apt,225,2,32,2019-05-31,2.31,1,56
23379996,35475017,Danielle,Manhattan,Chinatown,40.71473,-73.99091,Private Room,62,4,7,2019-01-03,0.43,1,0
23380590,164519659,Jessica,Brooklyn,Bushwick,40.70073,-73.91714,Private Room,35,1,6,2018-04-21,0.37,1,0
23381157,12780119,Greg,Brooklyn,Park Slope,40.66876,-73.98448,Entire Home/Apt,175,6,2,2018-04-19,0.13,1,67
23385746,7718759,Kelly,Manhattan,Harlem,40.82781,-73.94405,Private Room,39,1,26,2019-07-04,1.62,2,10
23387463,24738447,Marianna,Manhattan,Harlem,40.81862,-73.95565,Private Room,60,2,5,2018-04-24,0.31,1,0
23388053,6542295,Jon,Manhattan,Soho,40.728,-74.00265,Private Room,110,3,71,2019-06-26,4.39,2,37
23389451,9041817,Melissa,Brooklyn,Fort Greene,40.69752,-73.97419,Private Room,47,1,1,2018-03-16,0.06,1,0
23392375,23625464,Liz,Brooklyn,Bushwick,40.68831,-73.91866,Private Room,30,3,1,2018-07-28,0.09,1,0
23393043,59089906,Connie & Monty,Brooklyn,East New York,40.67237,-73.87651,Entire Home/Apt,139,3,21,2019-07-05,1.49,1,344
23394849,157967816,Analia,Brooklyn,Greenpoint,40.72107,-73.94316,Private Room,70,1,42,2019-05-14,2.5,3,15
23400115,50297669,Chloe,Manhattan,East Village,40.7265,-73.98878,Entire Home/Apt,110,3,4,2018-04-19,0.25,1,0
23402559,4057381,Kar Man And Ariel,Manhattan,Lower East Side,40.71925,-73.99301,Private Room,81,5,24,2019-07-04,1.48,1,164
23404901,24715521,Sarah,Brooklyn,Williamsburg,40.71033,-73.94921,Private Room,85,2,2,2018-03-10,0.12,1,0
23412268,174584122,Eduardo,Manhattan,Two Bridges,40.71124,-73.99456,Entire Home/Apt,68,3,64,2019-05-20,3.92,1,13
23413509,152877297,Hp,Brooklyn,Bedford-Stuyvesant,40.67985,-73.91061,Entire Home/Apt,95,2,50,2019-06-17,3.13,1,54
23416448,14079322,Nada,Brooklyn,Bedford-Stuyvesant,40.69205,-73.94334,Private Room,80,2,2,2018-12-10,0.17,1,0
23416536,151080327,Nicole,Manhattan,Kips Bay,40.73925,-73.98084,Entire Home/Apt,409,3,52,2019-06-23,3.15,1,106
23417242,174628863,Lingqing,Manhattan,Morningside Heights,40.81449,-73.95842,Private Room,60,2,3,2018-05-08,0.18,1,0
23425584,31825530,Keyonna,Manhattan,Washington Heights,40.83229,-73.94339,Entire Home/Apt,66,5,8,2018-12-27,0.48,1,0
23427160,19400984,Batya,Brooklyn,Bedford-Stuyvesant,40.68858,-73.95721,Entire Home/Apt,200,6,3,2018-08-15,0.27,1,1
23429109,97168718,Chloe,Manhattan,Upper West Side,40.78654,-73.97663,Private Room,95,5,20,2019-06-09,1.42,2,104
23429757,41105459,Stephanie,Brooklyn,Bushwick,40.69029,-73.90623,Shared Room,29,1,3,2018-04-01,0.18,1,0
23432542,56283770,Lia,Manhattan,Upper East Side,40.76305,-73.96704,Entire Home/Apt,240,30,2,2019-06-05,0.14,6,156
23433516,174785774,Matthew,Brooklyn,Crown Heights,40.67487,-73.94051,Entire Home/Apt,162,2,3,2018-07-22,0.24,1,0
23433518,124860677,Jim&Lisa,Queens,Flushing,40.75522,-73.81259,Private Room,46,2,26,2019-05-26,1.65,6,180
23433585,174786681,Sara I,Staten Island,Randall Manor,40.63779,-74.12274,Private Room,31,7,3,2018-10-31,0.19,1,357
23433996,20488196,Bettina,Queens,Astoria,40.76451,-73.91182,Private Room,100,2,21,2019-06-25,1.86,1,32
23434675,21593637,Pat And Shelly,Brooklyn,Bedford-Stuyvesant,40.67988,-73.92229,Entire Home/Apt,159,3,12,2019-06-01,0.78,2,285
23435040,57292550,Elle,Brooklyn,Sheepshead Bay,40.58591,-73.95099,Entire Home/Apt,70,2,1,2018-02-27,0.06,1,0
23435615,125431405,Kacey,Brooklyn,Bushwick,40.697,-73.93116,Private Room,35,1,1,2018-05-12,0.07,1,0
23435772,14235061,Javier,Brooklyn,Flatbush,40.65281,-73.96581,Private Room,59,2,10,2019-07-07,0.62,1,27
23435916,174780742,David,Brooklyn,South Slope,40.66022,-73.98581,Entire Home/Apt,150,2,13,2019-06-02,0.94,1,282
23436140,172189639,Camilo & Yesenia,Queens,East Elmhurst,40.76525,-73.86715,Private Room,80,1,4,2019-06-01,0.28,2,78
23436576,174816758,Kerri,Manhattan,Hell'S Kitchen,40.7551,-73.99363,Entire Home/Apt,200,3,81,2019-07-07,5.8,1,189
23437204,347953,Sadiq,Manhattan,Lower East Side,40.71971,-73.98761,Entire Home/Apt,225,6,22,2019-06-10,1.36,1,17
23437788,56283770,Lia,Manhattan,Upper East Side,40.76483,-73.96675,Entire Home/Apt,225,30,1,2018-08-16,0.09,6,240
23437793,11581619,Stacey,Queens,Long Island City,40.7605,-73.92795,Entire Home/Apt,100,2,45,2019-06-30,2.89,1,269
23438247,174838471,Renato,Brooklyn,Williamsburg,40.70488,-73.94101,Private Room,96,3,38,2019-06-25,2.31,1,25
23439376,140057330,Joey,Queens,Ridgewood,40.69799,-73.90509,Private Room,60,1,22,2019-05-29,1.37,7,73
23439529,140057330,Joey,Queens,Ridgewood,40.69704,-73.90576,Private Room,60,1,14,2019-05-01,0.88,7,64
